3114.875803,77.925207,-0.714948,52.179958,-2.374115,-18.819165,-70.113435,-0.953183,-58.216655,32.112135,-35.182393,-17.472238,40.041097,43.883296,6.830244,-23.573718,39.308265,-7.853194,-71.543256,0.409960,-10.639650,96.553526,-89.105707,28.926961,73.573620,53.550326,42.407955,69.919935,-44.562928,-4.556622,-4.384888,-53.497981,9.195814,-42.954509,95.727317,38.511799,14.135922,-1.041180,21.746362,29.618889,-19.195648,-27.858670,-20.067476,-35.334726,-75.737775,79.362668,-77.821819,24.038921,27.343208,41.642592,72.722389,53.235535,-85.191420,-53.003271,-56.734697,88.146556,-47.385568,-15.812549,-9.873536,-23.155014,-7.485153,-22.572477,35.055111,-92.624642,-17.145926,21.013647,-79.539467,-21.616310,26.922035,-47.161253,21.939517,80.810267,-60.421724,7.398622,-15.791283,13.841187,-17.207747,67.960843,52.001759,-52.162000,-15.735967,-14.240966,-19.564333,-28.983786,-9.925197,0.844996,60.372631,87.861037,-15.470160,-4.155696,-10.227727,1.706111,5.742767,-1.859307,70.216843,49.275524,34.514431,47.015946,-72.673810,-15.766873
77.925207,3595.590628,-7.045892,-20.425866,73.492334,3.766130,-49.885844,4.403643,7.475726,68.143991,43.976614,-92.378772,44.425120,-36.187461,-61.707641,-7.815051,42.582372,14.644828,7.340854,-12.933705,-27.557753,13.663430,-11.685291,19.096063,-30.648502,16.680484,81.349610,22.665086,-6.306284,-6.098023,-74.913355,-29.112955,5.304654,-3.192309,68.914347,-38.907100,-12.881914,-15.479683,-0.756190,87.540010,-5.358697,18.145545,-81.662505,-46.204738,-79.967443,-42.459117,-43.414719,57.346558,-35.025166,67.621205,-2.033428,-33.368131,-39.344713,68.934368,4.887996,3.182163,-95.915509,65.860007,-1.828975,60.002174,3.795958,17.335228,72.889110,-48.494979,37.285473,-78.693891,-19.673065,-96.271275,43.858021,49.907345,-63.566659,8.132950,56.977210,-0.358827,52.159723,-95.209634,69.877407,-26.827443,-7.419887,15.675589,-4.417575,37.676284,-27.596727,32.027591,1.508120,-8.997417,-7.462754,-61.339494,64.572064,12.466817,-15.577139,-15.408718,50.241352,-71.610122,-45.876862,-8.054919,6.976645,43.089229,20.390609,-17.529125
-0.714948,-7.045892,2227.616314,23.947111,57.998766,-19.158679,-12.988335,46.826001,-15.789436,42.339861,-37.041209,11.759970,0.156030,-27.749408,-24.824336,77.654235,17.814398,8.740271,-62.392129,-23.714158,42.662064,2.144799,10.989889,-29.858666,-21.136427,4.202834,-19.779132,-13.613332,27.751757,-22.858208,25.114189,-38.244952,7.374343,19.265793,-17.017571,-4.757759,41.859612,-18.199754,-27.144483,51.129131,-23.447770,-17.269734,-41.184918,21.706409,-92.825650,13.195144,-0.193408,32.177152,-27.131323,-40.883132,17.677731,-51.490371,-36.652760,14.223059,39.318222,36.358658,6.297939,-25.289173,74.017202,-33.604701,-29.343106,-94.742417,31.499419,-30.196685,-18.458349,-3.020570,20.833124,-15.146537,-3.339316,-37.506245,25.065083,-37.844740,-84.659427,23.877455,58.260293,38.705744,-12.639175,23.646612,-45.247773,-47.981079,7.602875,6.913860,-10.283677,-23.032263,-25.408130,-0.600971,-4.912547,87.180103,48.880618,-47.711434,-24.456530,1.875148,-44.446358,49.582619,61.453042,24.974129,-26.608598,-23.069034,17.835111,0.136956
52.179958,-20.425866,23.947111,2233.463565,-3.245213,-29.497566,21.395551,-9.143332,12.302324,18.998201,4.052856,35.328475,0.779815,8.132862,11.535166,50.751590,-28.006454,-65.743860,-16.426624,-14.199166,28.253630,-30.622510,-4.592186,-49.872170,41.420498,-20.569041,-17.844151,-7.398103,26.440602,43.524460,-1.755094,14.252576,49.520599,5.665464,49.697651,-40.535068,18.552017,-28.836397,-32.353101,27.205967,-5.954927,-18.170587,7.199782,-89.697806,-33.107705,-73.105515,34.817724,3.630235,20.343259,-31.278908,63.443959,-33.773351,-22.311203,37.709923,23.065473,-5.389655,-11.854700,47.548329,-30.479204,-27.273204,63.738347,-42.525064,-86.761978,-27.273450,-55.338034,53.238659,-0.911723,57.311196,28.370145,5.729249,31.353199,-8.794068,25.032496,19.208584,37.724894,-48.562431,-63.271922,-8.574071,-65.880240,56.737598,5.631740,-65.612564,35.757114,79.998554,-74.834566,19.148366,66.642171,-5.120043,-66.015043,28.583135,5.314524,-76.525942,-30.756000,-22.218345,3.154920,91.204932,-23.299421,-57.229311,61.651985,-28.130873
-2.374115,73.492334,57.998766,-3.245213,3137.816261,-12.237285,77.549247,33.137157,-51.939839,2.328902,-3.638367,-5.734235,74.490534,50.864050,-47.223611,25.647297,7.061092,-26.559883,-50.245183,-55.224586,7.097779,-7.693420,-79.507779,61.455368,61.683097,-19.330173,-99.572570,-16.363036,28.005960,-46.679522,22.138791,-10.152135,-37.006055,6.802523,55.777249,42.689664,6.955427,75.672854,31.530425,-1.518457,18.872545,75.443493,9.958418,-7.281262,-78.595249,64.231289,7.444993,16.027215,-8.926807,-52.639985,38.752449,-17.363960,20.952235,83.135537,-43.622303,-20.472793,-0.860803,66.324453,-59.323349,-11.546685,96.979025,5.413795,69.727094,39.590461,27.769557,88.524816,43.553268,-63.035376,18.970859,-91.527222,-82.975847,-18.962425,-31.941731,-62.576288,36.203629,52.656935,-29.486054,26.893040,-22.629782,24.926996,17.024735,4.668258,15.402862,70.797597,58.449714,31.346303,-17.185128,17.572617,-4.625337,49.732737,9.289150,-66.217750,9.617119,-83.880394,-4.238744,9.564643,9.402328,-51.707303,85.461399,25.682158
-18.819165,3.766130,-19.158679,-29.497566,-12.237285,3316.611754,-28.544815,100.732872,-14.410630,43.945718,-30.583454,-9.943274,-27.035203,74.534273,-0.788809,-30.746229,47.665325,-40.997618,-10.804409,71.645757,51.205241,-3.493918,79.031862,-21.738857,-55.838452,-51.753252,53.014984,-12.138379,59.978646,29.243868,-52.895947,20.622604,1.712271,-18.531864,4.987779,46.059831,44.460162,27.775062,32.843356,-27.950609,31.838476,-5.433920,-56.402164,-24.365661,7.626046,-9.350113,45.436490,-42.279178,50.474607,-72.088589,68.623593,12.164012,-25.046892,58.324689,-26.702726,-6.089455,35.003338,-11.446840,-21.417371,7.999731,-5.544265,-53.023323,-29.517787,66.576097,1.881922,38.427277,-3.787170,77.658458,-13.058489,22.291646,6.882707,15.054066,-37.847076,9.978678,17.636917,83.746667,-50.605866,-27.825303,-41.771231,24.220620,30.459282,-56.851435,-51.165233,-7.288844,-46.122947,60.784691,-41.887751,3.086585,39.478307,-72.982212,7.841128,-6.333115,-13.017516,-27.645998,19.424713,-70.627933,74.689166,46.315810,-4.345380,64.916154
-70.113435,-49.885844,-12.988335,21.395551,77.549247,-28.544815,2697.518962,-31.341943,22.069328,-9.301776,-75.749239,20.331574,-36.966277,6.635564,35.398701,-26.231898,3.026502,36.664617,-26.898379,-28.466919,-10.810288,-72.811601,-5.152168,5.299854,29.423197,7.665393,-41.457953,23.888147,23.974438,-53.419955,17.722215,27.387904,-7.337532,-56.309589,1.982805,3.603731,-5.420529,44.604820,-27.485518,43.845838,-80.162595,22.783751,27.109807,33.635082,-34.200793,-9.319377,73.647880,15.641657,-70.780955,-73.282125,-19.425817,-0.712932,72.699388,-13.261841,17.464296,-20.799954,7.115430,-44.816289,41.316725,12.064699,34.549194,20.779019,3.850378,-19.548155,-60.873065,23.969983,-16.488011,-30.236059,27.434465,-42.014016,9.979742,47.699761,34.659129,21.355173,15.467893,15.336629,-4.269990,9.702233,-26.330586,7.260140,17.096107,-5.718211,-3.572144,-17.841128,104.897028,49.243182,-58.414842,-84.865579,8.120889,30.703311,-28.852632,-60.474330,57.103973,48.579337,-19.147421,-10.533872,-24.674077,30.216726,-72.008857,51.763856
-0.953183,4.403643,46.826001,-9.143332,33.137157,100.732872,-31.341943,2646.765420,-8.586425,21.969670,-25.318472,5.457060,-33.318167,-44.478145,-16.339695,-16.444091,-16.032538,84.499738,-8.531506,8.148443,27.890310,-11.106339,52.575722,10.172741,-52.854741,6.726539,11.042953,-20.658753,-41.068355,-2.222768,1.110627,-48.276421,17.869386,-7.946744,-51.784100,18.917350,72.055895,33.343504,21.929221,-48.378039,-7.590960,18.448615,-24.219459,-34.907958,0.977026,13.479010,-50.153634,5.837042,-66.027880,-52.489119,77.104664,81.559774,38.328208,-65.469435,4.934906,33.386905,19.528800,24.388122,13.941062,-61.147827,29.504783,-99.888969,40.792315,-27.871238,-12.910088,25.008611,-45.451747,8.476128,55.310692,-42.719866,-27.427750,-37.081662,35.650547,-17.219348,-5.544053,8.229187,35.711382,69.862590,-57.311755,-33.665693,19.574826,-55.155912,-73.191548,-12.641359,-45.492962,13.725026,47.127019,29.384615,-1.888723,-33.334178,9.929150,32.929583,-14.399251,15.501273,5.511393,-69.241926,-60.306969,2.398997,41.082003,34.690849
-58.216655,7.475726,-15.789436,12.302324,-51.939839,-14.410630,22.069328,-8.586425,2551.387715,6.019146,-11.251253,74.692526,-47.971444,45.131165,-76.683993,57.570432,29.696325,-34.320832,31.130747,37.082040,22.584129,-49.474002,30.883042,-7.575722,64.444591,-8.323168,-12.436779,-11.903092,-61.803286,23.573933,-55.983609,3.637707,-23.916685,-1.433241,1.013994,-13.415792,38.254883,8.064319,-12.199243,39.386801,-36.717018,-17.531382,-9.177383,64.238858,64.288676,49.945048,50.758970,-53.550171,65.561849,-48.415316,45.193121,23.677357,-85.414028,30.498855,52.327455,-30.236583,6.718190,-84.640418,45.607290,28.071690,-70.129214,20.010540,41.282734,17.280885,57.321968,-15.988550,87.431545,-53.239117,-48.239502,36.602480,-73.824571,-32.513090,76.100934,-9.492157,11.945793,24.078308,21.960816,11.523156,47.098145,32.031447,21.313535,-82.630032,35.807167,17.956063,-60.944394,7.064801,-10.696910,12.409637,-30.123922,0.195395,-27.608356,-79.776890,-45.871782,-36.012789,-27.993820,17.501375,-30.934233,30.856038,-15.399778,52.899851
32.112135,68.143991,42.339861,18.998201,2.328902,43.945718,-9.301776,21.969670,6.019146,2960.605915,-42.171687,22.496544,67.807108,5.433338,-4.042000,2.482686,20.444373,-0.273959,-50.912554,-52.745237,44.793958,19.032254,-5.398573,-37.172563,-54.180762,11.784452,-1.427124,-83.169628,-13.783726,-75.373175,80.476426,78.163940,47.032736,-2.262632,-48.669258,-9.686725,7.753788,-89.203575,33.326521,-3.691194,-22.579391,27.856144,47.294151,41.168383,2.463674,27.809772,-70.605990,37.685335,-1.302187,-29.651478,58.273249,65.411259,-56.475947,43.525207,19.994328,3.760809,30.472921,-38.449711,0.867220,26.507280,-8.524129,-59.260893,27.409977,-16.116369,2.856175,25.878774,-46.153546,19.831041,6.013893,24.865357,-43.264732,-2.537187,-32.724804,-50.394504,-38.838578,69.643276,67.196847,73.204673,16.560981,1.712922,62.211502,19.373711,-2.634327,-27.658069,65.863827,-57.223590,-93.225872,14.542666,3.934986,1.296293,7.645504,-67.422693,48.538782,-69.141996,-71.100530,-21.558487,-23.623262,-12.504080,-10.639464,-57.069644
-35.182393,43.976614,-37.041209,4.052856,-3.638367,-30.583454,-75.749239,-25.318472,-11.251253,-42.171687,2930.825466,-37.399297,-7.770455,-33.159380,12.597854,-25.532141,-52.026311,-44.822095,67.745720,-13.952601,-26.341666,2.958063,103.711203,-21.286284,73.600897,-7.705486,40.563334,-49.380648,11.413734,-35.725643,11.868236,30.230998,-13.018742,23.799360,-32.704620,39.368423,-31.676803,-35.673538,-12.715464,-40.381780,32.584769,21.890205,-62.858268,45.740061,5.571696,19.929972,35.882985,-14.022771,9.346551,4.624752,-5.106229,13.739604,20.218513,90.319651,-3.860020,-26.235191,36.347747,-31.025103,51.826117,-18.142864,6.552720,50.702941,-5.999255,82.872938,-10.292368,97.259132,6.854374,45.372442,-51.257987,-33.097298,34.526360,30.805917,17.683635,4.713227,-0.906367,-21.512439,38.224272,0.783860,65.197433,-0.779197,13.979186,-47.438288,28.383312,-56.270724,82.987349,55.932946,-36.257798,-36.624049,36.607772,-34.217656,-20.214583,94.379426,29.425583,18.876789,-19.175745,11.765687,36.949706,-49.421277,3.256048,26.147359
